x,y,z,cosx,cosy,cosz,element,stage,raynum
-0.342,-0.479,0.013,1e-16,0e+00,-1,18,1,9480
-0.0511,-0.0418,1.5,0.184,0.277,0.943,-2,1,9480
0.385,-0.718,-0.00405,1e-16,0e+00,-1,9,1,9481
-0.0833,0.0494,1.5,-0.267,0.438,0.858,-2,1,9481
0.234,0.183,-0.0028,1e-16,0e+00,-1,50,1,9482
-0.0476,0.036,1.5,-0.183,-0.0956,0.978,-2,1,9482
0.494,0.261,0.00741,8e-17,0e+00,-1,58,1,9483
0.056,-0.0364,1.5,-0.276,-0.188,0.943,-2,1,9483
0.22,0.683,-0.0125,1e-16,0e+00,-1,78,1,9484
-0.0924,-0.0873,1.5,-0.181,-0.446,0.876,-2,1,9484
0.0612,-0.595,0.00514,1e-16,0e+00,-1,13,1,9485
0.0587,-0.0128,1.5,-0.00155,0.363,0.932,-2,1,9485
-0.251,-0.56,-0.00463,1e-16,0e+00,-1,11,1,9486
0.0452,0.0364,1.5,0.18,0.363,0.914,-2,1,9486
0.0829,-0.00346,1.501,1e-16,0e+00,-1,1,1,9487
0.126,-0.216,-0.00723,1e-16,0e+00,-1,28,1,9488
-0.011,0.0728,1.5,-0.089,0.187,0.978,-2,1,9488
-0.285,0.673,-0.00855,1e-16,0e+00,-1,74,1,9489
0.0214,-0.0886,1.5,0.178,-0.444,0.878,-2,1,9489
-0.0568,0.613,0.00851,1e-16,0e+00,-1,69,1,9490
-0.052,0.0274,1.5,0.00299,-0.365,0.931,-2,1,9490
-0.317,-0.515,-0.00694,1e-16,0e+00,-1,11,1,9491
-0.0111,0.0814,1.5,0.186,0.362,0.914,-2,1,9491
0.392,0.384,-0.0107,1e-16,-3e-17,-1,65,1,9492
-0.0497,-0.0631,1.5,-0.27,-0.273,0.923,-2,1,9492
-0.164,0.34,0.00632,1e-16,0e+00,-1,54,1,9493
-0.0184,0.0563,1.5,0.0955,-0.186,0.978,-2,1,9493
0.445,-0.35,0.00894,8e-17,0e+00,-1,30,1,9494
0.011,-0.0635,1.5,-0.275,0.181,0.944,-2,1,9494
0.477,0.754,0.0175,1e-16,0e+00,-1,79,1,9495
0.0273,0.00031,1.5,-0.261,-0.437,0.861,-2,1,9495
-0.345,-0.681,-0.00101,1e-16,0e+00,-1,4,1,9496
-0.0406,0.0837,1.5,0.178,0.447,0.877,-2,1,9496
-0.487,0.63,0.0204,1e-16,-3e-17,-1,66,1,9497
-0.0433,0.044,1.5,0.269,-0.355,0.896,-2,1,9497
-0.133,-0.358,-0.0101,1e-16,0e+00,-1,19,1,9498
-0.132,-0.353,0.00605,0.0954,0.275,0.957,-26,1,9498
-0.277,0.53,-0.00779,1e-16,0e+00,-1,67,1,9499
0.0248,-0.0739,1.5,0.183,-0.366,0.913,-2,1,9499
0.494,-0.0145,0.00969,1e-16,0e+00,-1,44,1,9500
0.0687,-0.0127,1.5,-0.275,0.00112,0.962,-2,1,9500
0.144,-0.711,0.000434,1e-16,-3e-17,-1,7,1,9501
-0.00181,0.0345,1.5,-0.087,0.444,0.892,-2,1,9501
-0.409,-0.365,-0.0111,8e-17,3e-17,-1,17,1,9502
0.036,0.0873,1.5,0.271,0.276,0.922,-2,1,9502
-0.0023,-0.654,-0.0133,1e-16,0e+00,-1,6,1,9503
0.184,-0.468,0.0079,1e-16,0e+00,-1,21,1,9504
0.0394,-0.0421,1.5,-0.0925,0.273,0.958,-2,1,9504
0.252,0.439,-0.00126,1e-16,0e+00,-1,64,1,9505
-0.0433,0.00301,1.5,-0.185,-0.274,0.944,-2,1,9505
-0.212,0.0761,0.000189,1e-16,-7e-18,-1,47,1,9506
-0.0643,-0.0639,1.5,0.0975,-0.0925,0.991,-2,1,9506
0.276,0.102,-0.00261,1e-16,0e+00,-1,50,1,9507
-0.0149,-0.0404,1.5,-0.189,-0.0928,0.977,-2,1,9507
0.432,-0.768,0.0146,1e-16,0e+00,-1,9,1,9508
-0.0214,-0.000554,1.5,-0.262,0.443,0.857,-2,1,9508
-0.432,-0.05,0.000919,8e-17,0e+00,-1,38,1,9509
0.00725,-0.054,1.5,0.281,-0.0026,0.96,-2,1,9509
-0.461,-0.291,0.00564,1e-16,0e+00,-1,24,1,9510
-0.0217,0.00576,1.5,0.277,0.187,0.942,-2,1,9510
0.328,0.193,0.00654,1e-16,0e+00,-1,50,1,9511
0.0446,0.0519,1.5,-0.185,-0.0922,0.978,-2,1,9511
0.484,0.662,-0.00308,1e-16,0e+00,-1,79,1,9512
0.445,0.19,0.00499,1e-16,0e+00,-1,51,1,9513
0.0174,0.0419,1.5,-0.274,-0.0949,0.957,-2,1,9513
0.284,-0.456,0.00427,1e-16,0e+00,-1,22,1,9514
-0.00839,-0.0121,1.5,-0.184,0.28,0.942,-2,1,9514
0.0806,0.746,0.00566,1e-16,3e-17,-1,77,1,9515
-0.0682,-0.00649,1.5,-0.0886,-0.448,0.89,-2,1,9515
0.289,0.62,0.0102,1e-16,0e+00,-1,71,1,9516
-0.00535,0.0373,1.5,-0.181,-0.358,0.916,-2,1,9516
0.152,-0.0634,0.000453,1e-16,0e+00,-1,42,1,9517
0.00728,-0.0676,1.5,-0.0958,-0.00283,0.995,-2,1,9517
0.126,-0.19,0.00152,1e-16,7e-18,-1,35,1,9518
-0.0182,-0.0493,1.5,-0.0953,0.0932,0.991,-2,1,9518
-0.00203,-0.561,-0.0014,1e-16,0e+00,-1,13,1,9519
-0.00395,0.0316,1.5,-0.00119,0.367,0.93,-2,1,9519
-0.0679,-0.416,-0.00144,1e-16,0e+00,-1,20,1,9520
-0.0618,0.0171,1.5,0.00395,0.277,0.961,-2,1,9520
0.305,0.0772,-0.00103,1e-16,0e+00,-1,50,1,9521
0.0187,-0.0705,1.5,-0.187,-0.0962,0.978,-2,1,9521
0.341,0.702,0.00335,1e-16,0e+00,-1,78,1,9522
0.0369,-0.0478,1.5,-0.179,-0.44,0.88,-2,1,9522
-0.111,0.77,0.0127,1e-16,3e-17,-1,75,1,9523
0.0316,0.0205,1.5,0.0851,-0.448,0.89,-2,1,9523
-0.105,-0.0174,-0.00175,1e-16,0e+00,-1,40,1,9524
0.0439,-0.0166,1.5,0.0987,0.000474,0.995,-2,1,9524
0.132,-0.534,-0.00681,1e-16,0e+00,-1,14,1,9525
-0.019,0.0653,1.5,-0.0929,0.368,0.925,-2,1,9525
0.448,0.579,0.00519,8e-17,-3e-17,-1,72,1,9526
-0.00722,-0.0262,1.5,-0.272,-0.361,0.892,-2,1,9526
-0.123,0.103,-0.00278,1e-16,-7e-18,-1,47,1,9527
0.0228,-0.0397,1.5,0.0958,-0.0939,0.991,-2,1,9527
0.338,0.275,0.0042,1e-16,-1e-17,-1,57,1,9528
0.0482,-0.0113,1.5,-0.187,-0.184,0.965,-2,1,9528
0.0662,-0.749,0.00922,1e-16,0e+00,-1,6,1,9529
0.0673,-0.0104,1.5,0.000617,0.444,0.896,-2,1,9529
0.41,-0.329,0.00206,8e-17,0e+00,-1,30,1,9530
-0.0293,-0.0331,1.5,-0.277,0.186,0.943,-2,1,9530
0.346,-0.74,0.013,1e-16,0e+00,-1,8,1,9531
0.0475,0.0115,1.5,-0.176,0.444,0.878,-2,1,9531
-0.00873,0.631,0.0119,1e-16,0e+00,-1,69,1,9532
-0.0101,0.0468,1.5,-0.000861,-0.365,0.931,-2,1,9532
-0.231,-0.438,-0.00337,1e-16,0e+00,-1,18,1,9533
0.0613,-0.00299,1.5,0.183,0.273,0.944,-2,1,9533
-0.342,0.416,0.0041,1e-16,0e+00,-1,60,1,9534
-0.0464,-0.0216,1.5,0.186,-0.276,0.943,-2,1,9534
-0.0791,0.104,-0.00477,1e-16,-7e-18,-1,47,1,9535
0.0635,-0.0453,1.5,0.0939,-0.0984,0.991,-2,1,9535
-0.143,-0.329,0.0043,1e-16,0e+00,-1,26,1,9536
0.00269,-0.0381,1.5,0.0955,0.19,0.977,-2,1,9536
-0.046,0.334,0.00469,1e-16,0e+00,-1,55,1,9537
-0.0414,0.048,1.5,0.00298,-0.188,0.982,-2,1,9537
-0.474,0.248,0.00342,1e-16,0e+00,-1,52,1,9538
-0.0357,-0.0465,1.5,0.276,-0.185,0.943,-2,1,9538
-0.275,-0.0195,-0.000812,1e-16,0e+00,-1,39,1,9539
0.012,-0.0131,1.5,0.188,0.00417,0.982,-2,1,9539
-0.00495,0.672,-0.00901,1e-16,0e+00,-1,76,1,9540
-0.00838,-0.0849,1.5,-0.00203,-0.448,0.894,-2,1,9540
-0.345,0.284,0.00575,1e-16,-1e-17,-1,53,1,9541
-0.0613,-0.00775,1.5,0.183,-0.189,0.965,-2,1,9541
0.323,-0.551,0.000373,1e-16,0e+00,-1,15,1,9542
0.0279,0.036,1.5,-0.18,0.358,0.916,-2,1,9542
0.14,-0.196,0.00246,1e-16,7e-18,-1,35,1,9543
-0.00544,-0.0549,1.5,-0.0964,0.0932,0.991,-2,1,9543
0.174,0.555,-0.000943,1e-16,0e+00,-1,70,1,9544
0.0204,-0.0372,1.5,-0.095,-0.365,0.926,-2,1,9544
-0.26,-0.191,8e-05,1e-16,0e+00,-1,32,1,9545
0.0277,-0.0518,1.5,0.188,0.0909,0.978,-2,1,9545
-0.131,-0.634,0.0119,1e-16,0e+00,-1,12,1,9546
0.0155,-0.0417,1.5,0.091,0.368,0.925,-2,1,9546
0.361,-0.0734,-0.0125,1e-16,0e+00,-1,37,1,9547
-0.0853,0.0741,1.5,-0.282,0.0931,0.955,-2,1,9547
0.104,0.381,-0.00816,1e-16,0e+00,-1,63,1,9548
-0.0387,-0.056,1.5,-0.0908,-0.277,0.957,-2,1,9548
-0.0446,0.201,0.00278,1e-16,0e+00,-1,48,1,9549
-0.0467,0.0573,1.5,-0.00138,-0.0954,0.995,-2,1,9549
-0.0271,0.434,0.00111,1e-16,0e+00,-1,62,1,9550
-0.0329,-0.00311,1.5,-0.0037,-0.28,0.96,-2,1,9550
-0.0902,0.685,-0.00845,1e-16,3e-17,-1,75,1,9551
0.061,-0.0756,1.5,0.0892,-0.448,0.889,-2,1,9551
0.379,0.168,-0.00549,1e-16,0e+00,-1,51,1,9552
-0.055,0.0272,1.5,-0.276,-0.0894,0.957,-2,1,9552
-0.297,-0.148,0.0015,1e-16,0e+00,-1,32,1,9553
-0.0118,-0.00546,1.5,0.186,0.0932,0.978,-2,1,9553
0.394,0.5,-0.0174,8e-17,-3e-17,-1,72,1,9554
0.388,0.492,0.00386,-0.269,-0.361,0.893,65,1,9554
0.00237,0.0278,1.501,1e-16,0e+00,-1,1,1,9555
-0.453,0.625,0.0146,1e-16,-3e-17,-1,66,1,9556
-0.000635,0.0246,1.5,0.271,-0.361,0.892,-2,1,9556
-0.0827,-0.121,-0.00381,1e-16,7e-18,-1,33,1,9557
0.0618,0.0218,1.5,0.0952,0.094,0.991,-2,1,9557
-0.175,0.515,-0.00841,1e-16,0e+00,-1,68,1,9558
-0.034,-0.076,1.5,0.0867,-0.364,0.928,-2,1,9558
-0.18,-0.128,0.00114,1e-16,7e-18,-1,33,1,9559
-0.0412,0.0143,1.5,0.092,0.0939,0.991,-2,1,9559
-0.354,-0.223,0.000831,1e-16,1e-17,-1,25,1,9560
-0.0694,0.0616,1.5,0.183,0.183,0.966,-2,1,9560
-0.345,-0.702,0.00402,1e-16,0e+00,-1,4,1,9561
-0.0413,0.0474,1.5,0.179,0.441,0.88,-2,1,9561
-0.276,0.139,-0.000904,1e-16,0e+00,-1,46,1,9562
0.0121,-0.00521,1.5,0.188,-0.0941,0.978,-2,1,9562
0.493,-0.392,0.00458,1e-16,3e-17,-1,23,1,9563
0.0482,0.0467,1.5,-0.274,0.271,0.923,-2,1,9563
-0.0481,0.0811,1.501,1e-16,0e+00,-1,1,1,9564
-0.0955,-0.0846,1.501,1e-16,0e+00,-1,1,1,9565
0.222,-0.73,-0.00122,1e-16,0e+00,-1,8,1,9566
-0.0811,0.0304,1.5,-0.177,0.445,0.878,-2,1,9566
0.169,-0.4,-0.00242,1e-16,0e+00,-1,21,1,9567
0.0177,0.0344,1.5,-0.0961,0.276,0.956,-2,1,9567
-0.119,0.0824,-0.0039,1e-16,-7e-18,-1,47,1,9568
0.0179,-0.0598,1.5,0.0903,-0.0938,0.991,-2,1,9568
0.211,0.432,0.00408,1e-16,0e+00,-1,63,1,9569
0.0628,-0.00256,1.5,-0.095,-0.277,0.956,-2,1,9569
0.314,0.0109,0.00283,1e-16,0e+00,-1,43,1,9570
0.0281,0.0155,1.5,-0.188,0.00304,0.982,-2,1,9570
-0.162,0.471,0.00735,1e-16,0e+00,-1,61,1,9571
-0.0159,0.0352,1.5,0.0937,-0.279,0.956,-2,1,9571
-0.444,0.0158,0.00262,8e-17,0e+00,-1,38,1,9572
-0.00772,0.0186,1.5,0.28,0.00176,0.96,-2,1,9572
0.257,-0.649,-0.017,1e-16,0e+00,-1,8,1,9573
0.252,-0.635,0.0097,-0.181,0.444,0.878,15,1,9573
0.483,0.334,0.0127,8e-17,0e+00,-1,58,1,9574
0.0427,0.0416,1.5,-0.279,-0.185,0.942,-2,1,9574
-0.0578,-0.65,-0.0143,1e-16,0e+00,-1,6,1,9575
-0.0579,-0.636,0.0129,-0.0035,0.447,0.894,13,1,9575
-0.23,-0.484,0.00303,1e-16,0e+00,-1,18,1,9576
0.0581,-0.0447,1.5,0.181,0.277,0.944,-2,1,9576
-0.471,-0.431,0.00708,8e-17,3e-17,-1,17,1,9577
-0.0299,0.0136,1.5,0.273,0.274,0.922,-2,1,9577
-0.305,0.374,-0.00541,1e-16,0e+00,-1,60,1,9578
-0.0178,-0.0691,1.5,0.18,-0.278,0.944,-2,1,9578
-0.356,0.454,-0.00588,8e-17,-3e-17,-1,59,1,9579
-0.352,0.449,0.00975,0.272,-0.272,0.923,60,1,9579
0.39,0.581,-0.00265,8e-17,-3e-17,-1,72,1,9580
-0.0613,-0.0291,1.5,-0.268,-0.362,0.893,-2,1,9580
0.468,0.42,0.00518,1e-16,-3e-17,-1,65,1,9581
0.0232,-0.021,1.5,-0.275,-0.272,0.922,-2,1,9581
0.0299,0.681,-0.00684,1e-16,0e+00,-1,76,1,9582
0.0268,-0.0707,1.5,-0.00184,-0.446,0.895,-2,1,9582
-0.494,-0.451,0.0133,8e-17,3e-17,-1,17,1,9583
-0.0505,-0.0085,1.5,0.275,0.274,0.921,-2,1,9583
0.263,-0.565,-0.00266,1e-16,0e+00,-1,15,1,9584
-0.0335,0.0229,1.5,-0.181,0.358,0.916,-2,1,9584
0.31,-0.0673,0.00243,1e-16,0e+00,-1,43,1,9585
0.0232,-0.0656,1.5,-0.188,0.00113,0.982,-2,1,9585
-0.156,-0.195,0.00313,1e-16,7e-18,-1,33,1,9586
-0.0103,-0.0482,1.5,0.0961,0.0968,0.991,-2,1,9586
-0.351,0.187,0.00845,1e-16,0e+00,-1,46,1,9587
-0.0656,0.0492,1.5,0.187,-0.0901,0.978,-2,1,9587
0.114,-0.661,-0.0129,1e-16,-3e-17,-1,7,1,9588
-0.0344,0.0975,1.5,-0.0872,0.446,0.891,-2,1,9588
-0.221,-0.347,-2e-05,1e-16,1e-17,-1,25,1,9589
0.065,-0.0566,1.5,0.184,0.187,0.965,-2,1,9589
0.22,0.349,8e-05,1e-16,-1e-17,-1,57,1,9590
-0.0651,0.0605,1.5,-0.183,-0.186,0.965,-2,1,9590
-0.165,0.0767,-0.00201,1e-16,-7e-18,-1,47,1,9591
-0.0244,-0.0662,1.5,0.0926,-0.0943,0.991,-2,1,9591
0.424,-0.542,-0.00519,8e-17,3e-17,-1,16,1,9592
-0.0282,0.0625,1.5,-0.269,0.359,0.894,-2,1,9592
0.221,-0.235,-0.0106,1e-16,1e-17,-1,29,1,9593
-0.065,0.0602,1.5,-0.183,0.189,0.965,-2,1,9593
0.121,0.0727,-0.00427,1e-16,-7e-18,-1,49,1,9594
-0.0195,-0.0698,1.5,-0.0927,-0.0939,0.991,-2,1,9594
-0.432,-0.13,0.000272,8e-17,0e+00,-1,31,1,9595
0.00642,0.0215,1.5,0.279,0.0964,0.955,-2,1,9595
0.411,0.259,-0.00446,8e-17,0e+00,-1,58,1,9596
-0.0324,-0.0359,1.5,-0.278,-0.185,0.943,-2,1,9596
-0.0667,-0.609,0.00779,1e-16,0e+00,-1,13,1,9597
-0.0695,-0.0193,1.5,-0.00172,0.368,0.93,-2,1,9597
0.176,0.54,-0.00363,1e-16,0e+00,-1,70,1,9598
0.0238,-0.0553,1.5,-0.0938,-0.367,0.926,-2,1,9598
-0.471,-0.304,0.00835,1e-16,0e+00,-1,24,1,9599
-0.0341,-0.0133,1.5,0.277,0.184,0.943,-2,1,9599
0.118,-0.395,-0.00554,1e-16,0e+00,-1,21,1,9600
-0.0345,0.0454,1.5,-0.0965,0.279,0.955,-2,1,9600
0.381,-0.0804,-0.00931,1e-16,0e+00,-1,37,1,9601
-0.0562,0.0596,1.5,-0.277,0.0888,0.957,-2,1,9601
0.209,0.744,0.0112,1e-16,3e-17,-1,77,1,9602
0.0581,-0.00376,1.5,-0.0901,-0.447,0.89,-2,1,9602
0.406,-0.541,-0.0079,8e-17,3e-17,-1,16,1,9603
-0.0504,0.0708,1.5,-0.27,0.362,0.892,-2,1,9603
0.138,0.149,0.000119,1e-16,-7e-18,-1,49,1,9604
-0.0102,0.00179,1.5,-0.0976,-0.0972,0.99,-2,1,9604
-0.448,0.429,0.00354,8e-17,-3e-17,-1,59,1,9605
-0.00294,-0.0164,1.5,0.274,-0.274,0.922,-2,1,9605
-0.0677,0.618,0.00952,1e-16,0e+00,-1,69,1,9606
-0.0741,0.0317,1.5,-0.00401,-0.366,0.931,-2,1,9606
0.232,0.0206,-0.00493,1e-16,0e+00,-1,43,1,9607
-0.0541,0.0251,1.5,-0.187,0.00292,0.982,-2,1,9607
0.302,-0.736,0.00794,1e-16,0e+00,-1,8,1,9608
0.00385,0.0221,1.5,-0.176,0.446,0.878,-2,1,9608
-0.444,0.284,0.00244,1e-16,0e+00,-1,52,1,9609
-0.0011,-0.0094,1.5,0.278,-0.184,0.943,-2,1,9609
0.284,0.488,0.00875,1e-16,0e+00,-1,64,1,9610
-0.00181,0.0513,1.5,-0.181,-0.276,0.944,-2,1,9610
0.195,0.722,0.00542,1e-16,3e-17,-1,77,1,9611
0.0426,-0.026,1.5,-0.0908,-0.446,0.89,-2,1,9611
-0.0542,-0.154,0.00058,1e-16,0e+00,-1,34,1,9612
-0.0542,-0.0178,1.5,-5e-05,0.0906,0.996,-2,1,9612
0.358,-0.744,-0.00162,1e-16,0e+00,-1,9,1,9613
0.271,0.183,0.000659,1e-16,0e+00,-1,50,1,9614
-0.019,0.0407,1.5,-0.189,-0.0927,0.978,-2,1,9614
0.273,0.217,-0.00734,1e-16,-1e-17,-1,57,1,9615
-0.0167,-0.0774,1.5,-0.185,-0.189,0.964,-2,1,9615
0.367,-0.23,-0.0134,8e-17,0e+00,-1,30,1,9616
-0.0734,0.0584,1.5,-0.275,0.18,0.944,-2,1,9616
0.252,0.06,-0.00299,1e-16,0e+00,-1,43,1,9617
-0.036,0.0578,1.5,-0.188,-0.00149,0.982,-2,1,9617
-0.33,0.28,0.00394,1e-16,-1e-17,-1,53,1,9618
-0.0378,-0.00244,1.5,0.188,-0.182,0.965,-2,1,9618
0.411,-0.263,-0.00415,8e-17,0e+00,-1,30,1,9619
-0.0287,0.0348,1.5,-0.275,0.187,0.943,-2,1,9619
0.493,-0.106,0.0078,1e-16,0e+00,-1,37,1,9620
0.0657,0.0378,1.5,-0.274,0.0923,0.957,-2,1,9620
0.2,0.461,0.00772,1e-16,0e+00,-1,63,1,9621
0.0552,0.0314,1.5,-0.0928,-0.276,0.957,-2,1,9621
-0.459,-0.622,0.015,1e-16,3e-17,-1,10,1,9622
-0.0152,-0.0339,1.5,0.268,0.355,0.896,-2,1,9622
0.219,0.409,-0.00858,1e-16,0e+00,-1,64,1,9623
-0.0752,-0.0308,1.5,-0.184,-0.275,0.944,-2,1,9623
0.00552,-0.214,-0.00659,1e-16,0e+00,-1,27,1,9624
0.0111,0.069,1.5,0.00363,0.185,0.983,-2,1,9624
-0.35,-0.0547,0.00626,1e-16,0e+00,-1,39,1,9625
-0.0637,-0.0486,1.5,0.188,0.00401,0.982,-2,1,9625
0.325,-0.252,0.000888,1e-16,1e-17,-1,29,1,9626
0.038,0.0408,1.5,-0.185,0.188,0.965,-2,1,9626
-0.247,0.752,0.00633,1e-16,0e+00,-1,74,1,9627
0.0602,-0.00655,1.5,0.18,-0.445,0.877,-2,1,9627
-0.024,0.0183,1.501,1e-16,0e+00,-1,1,1,9628
-0.302,-0.274,0.000712,1e-16,1e-17,-1,25,1,9629
-0.0188,0.0112,1.5,0.182,0.184,0.966,-2,1,9629
0.287,-0.00419,0.000305,1e-16,0e+00,-1,43,1,9630
0.00539,-0.00477,1.5,-0.185,-0.000383,0.983,-2,1,9630
0.289,0.297,0.0017,1e-16,-1e-17,-1,57,1,9631
0.00113,0.0117,1.5,-0.185,-0.184,0.965,-2,1,9631
-0.251,-0.626,0.00785,1e-16,0e+00,-1,11,1,9632
0.04,-0.0341,1.5,0.179,0.363,0.915,-2,1,9632
0.479,-0.237,0.00307,8e-17,0e+00,-1,30,1,9633
0.0432,0.0538,1.5,-0.275,0.183,0.944,-2,1,9633
-0.00726,-0.329,0.00426,1e-16,0e+00,-1,27,1,9634
-0.0119,-0.0465,1.5,-0.00301,0.186,0.983,-2,1,9634
-0.447,-0.715,0.00418,8e-17,0e+00,-1,3,1,9635
0.0144,0.0477,1.5,0.265,0.438,0.859,-2,1,9635
-0.0626,-0.259,-0.00237,1e-16,0e+00,-1,27,1,9636
-0.0595,0.0221,1.5,0.00202,0.184,0.983,-2,1,9636
0.402,-0.246,-0.00703,8e-17,0e+00,-1,30,1,9637
-0.0339,0.053,1.5,-0.273,0.187,0.944,-2,1,9637
0.272,-0.174,0.00039,1e-16,0e+00,-1,36,1,9638
-0.0143,-0.0354,1.5,-0.187,0.0905,0.978,-2,1,9638
0.376,0.69,-0.0118,1e-16,0e+00,-1,79,1,9639
-0.0932,-0.0792,1.5,-0.266,-0.437,0.859,-2,1,9639
0.421,-0.143,-0.000703,1e-16,0e+00,-1,37,1,9640
-0.0191,-0.00113,1.5,-0.28,0.0905,0.956,-2,1,9640
0.496,0.221,0.00394,8e-17,0e+00,-1,58,1,9641
0.0631,-0.0756,1.5,-0.273,-0.187,0.944,-2,1,9641
0.0712,0.0135,1.501,1e-16,0e+00,-1,1,1,9642
0.163,0.276,0.000203,1e-16,0e+00,-1,56,1,9643
0.0169,-0.0134,1.5,-0.0952,-0.188,0.977,-2,1,9643
0.0551,0.0658,1.501,1e-16,0e+00,-1,1,1,9644
0.0807,-0.703,-0.00466,1e-16,-3e-17,-1,7,1,9645
-0.0709,0.0495,1.5,-0.0897,0.445,0.891,-2,1,9645
0.305,0.235,-0.00271,1e-16,-1e-17,-1,57,1,9646
0.0165,-0.0506,1.5,-0.185,-0.183,0.965,-2,1,9646
0.127,0.439,0.0011,1e-16,0e+00,-1,63,1,9647
-0.0114,0.00622,1.5,-0.0883,-0.276,0.957,-2,1,9647
-0.413,0.0102,-0.00188,8e-17,0e+00,-1,38,1,9648
0.02,0.0171,1.5,0.277,0.00443,0.961,-2,1,9648
0.451,0.0229,0.00362,1e-16,0e+00,-1,44,1,9649
0.0241,0.0263,1.5,-0.275,0.00222,0.962,-2,1,9649
0.0613,0.395,-0.00439,1e-16,0e+00,-1,62,1,9650
0.0621,-0.0463,1.5,0.000523,-0.282,0.96,-2,1,9650
-0.405,0.0314,-0.00294,8e-17,0e+00,-1,38,1,9651
0.0278,0.0273,1.5,0.277,-0.00264,0.961,-2,1,9651
-0.414,0.694,-0.00552,8e-17,0e+00,-1,73,1,9652
0.0552,-0.0818,1.5,0.267,-0.441,0.857,-2,1,9652
0.109,-0.682,-0.0082,1e-16,-3e-17,-1,7,1,9653
-0.046,0.081,1.5,-0.0913,0.45,0.889,-2,1,9653
-0.0955,-0.174,-0.000676,1e-16,7e-18,-1,33,1,9654
0.0406,-0.0315,1.5,0.0899,0.0943,0.991,-2,1,9654
0.209,-0.108,0.00156,1e-16,7e-18,-1,35,1,9655
0.0687,0.029,1.5,-0.0928,0.0907,0.992,-2,1,9655
0.126,-0.559,-0.00246,1e-16,0e+00,-1,14,1,9656
-0.0288,0.0344,1.5,-0.0954,0.366,0.926,-2,1,9656
-0.079,0.75,0.00647,1e-16,3e-17,-1,75,1,9657
0.0664,-0.00261,1.5,0.0866,-0.448,0.89,-2,1,9657
-0.311,-0.68,-0.00446,1e-16,0e+00,-1,4,1,9658
-0.00584,0.0768,1.5,0.178,0.442,0.879,-2,1,9658
-0.354,0.673,-0.00221,1e-16,0e+00,-1,74,1,9659
-0.0463,-0.0832,1.5,0.18,-0.442,0.879,-2,1,9659
-0.398,-0.6,0.00216,1e-16,3e-17,-1,10,1,9660
0.0553,0.00459,1.5,0.27,0.36,0.893,-2,1,9660
-0.45,-0.615,0.0123,1e-16,3e-17,-1,10,1,9661
-0.0066,-0.0234,1.5,0.267,0.356,0.896,-2,1,9661
-0.181,-0.647,-0.0131,1e-16,-3e-17,-1,5,1,9662
-0.179,-0.633,0.0141,0.0893,0.444,0.892,12,1,9662
0.36,-0.125,-0.0102,1e-16,0e+00,-1,37,1,9663
-0.0826,0.0176,1.5,-0.28,0.09,0.956,-2,1,9663
-0.0127,0.565,-0.000534,1e-16,0e+00,-1,69,1,9664
-0.00855,-0.0202,1.5,0.00255,-0.363,0.932,-2,1,9664
0.0725,-0.182,-0.00139,1e-16,7e-18,-1,35,1,9665
-0.0719,-0.0419,1.5,-0.0953,0.0926,0.991,-2,1,9665
-0.387,-0.153,-0.00496,8e-17,0e+00,-1,31,1,9666
0.0464,-0.0123,1.5,0.276,0.0896,0.957,-2,1,9666
-0.309,-0.603,0.00889,1e-16,0e+00,-1,11,1,9667
-0.0111,-0.0175,1.5,0.183,0.359,0.915,-2,1,9667
0.148,0.336,0.00517,1e-16,0e+00,-1,56,1,9668
0.000244,0.0443,1.5,-0.0965,-0.19,0.977,-2,1,9668
0.166,-0.738,0.00773,1e-16,-3e-17,-1,7,1,9669
0.0104,0.0129,1.5,-0.0927,0.448,0.889,-2,1,9669
0.402,0.249,-0.00671,8e-17,0e+00,-1,58,1,9670
-0.031,-0.0423,1.5,-0.272,-0.182,0.945,-2,1,9670
-0.292,-0.559,-0.000958,1e-16,0e+00,-1,11,1,9671
-0.00138,0.0331,1.5,0.177,0.361,0.916,-2,1,9671
-0.343,-0.574,0.00677,1e-16,0e+00,-1,11,1,9672
-0.0448,0.0151,1.5,0.182,0.361,0.915,-2,1,9672
-0.0592,0.727,0.00414,1e-16,0e+00,-1,76,1,9673
-0.0583,-0.0136,1.5,0.000536,-0.444,0.896,-2,1,9673
-0.0787,0.0884,1.501,1e-16,0e+00,-1,1,1,9674
0.192,-0.0828,-0.000431,1e-16,7e-18,-1,35,1,9675
0.0514,0.0541,1.5,-0.0929,0.0905,0.992,-2,1,9675
-0.101,-0.679,-0.00933,1e-16,-3e-17,-1,5,1,9676
0.054,0.0753,1.5,0.0917,0.445,0.891,-2,1,9676
0.0565,-0.0233,1.501,1e-16,0e+00,-1,1,1,9677
-0.402,-0.663,-0.0146,8e-17,0e+00,-1,3,1,9678
0.159,-0.337,0.00582,1e-16,0e+00,-1,28,1,9679
0.0196,-0.0477,1.5,-0.0911,0.189,0.978,-2,1,9679
0.324,-0.424,0.00342,1e-16,0e+00,-1,22,1,9680
0.0289,0.0149,1.5,-0.186,0.276,0.943,-2,1,9680
0.119,-0.155,-0.000462,1e-16,7e-18,-1,35,1,9681
-0.0241,-0.0106,1.5,-0.0946,0.0954,0.991,-2,1,9681
