x,y,z,cosx,cosy,cosz,element,stage,raynum
0.00247,-0.0405,1.5,-0.191,-0.0943,0.977,-2,1,1069
-0.416,-0.623,0.00901,1e-16,3e-17,-1,10,1,1070
0.0311,-0.0209,1.5,0.268,0.361,0.893,-2,1,1070
-0.235,0.718,-0.00284,1e-16,0e+00,-1,74,1,1071
0.0745,-0.044,1.5,0.181,-0.445,0.877,-2,1,1071
0.349,-0.769,0.0201,1e-16,0e+00,-1,8,1,1072
0.0525,-0.0254,1.5,-0.176,0.442,0.88,-2,1,1072
0.313,0.403,-0.000539,1e-16,0e+00,-1,64,1,1073
0.0165,-0.0338,1.5,-0.186,-0.274,0.943,-2,1,1073
0.401,-0.385,-0.00933,1e-16,3e-17,-1,23,1,1074
-0.0378,0.0621,1.5,-0.269,0.274,0.924,-2,1,1074
-0.245,-0.415,-0.00528,1e-16,0e+00,-1,18,1,1075
0.0538,0.03,1.5,0.187,0.278,0.942,-2,1,1075
0.417,-0.668,-0.0113,1e-16,0e+00,-1,9,1,1076
0.397,0.422,-0.00459,1e-16,-3e-17,-1,65,1,1077
-0.0446,-0.0203,1.5,-0.271,-0.272,0.923,-2,1,1077
-0.0125,0.224,-0.0057,1e-16,0e+00,-1,55,1,1078
-0.0131,-0.0567,1.5,-0.000424,-0.183,0.983,-2,1,1078
-0.0653,0.689,-0.00505,1e-16,0e+00,-1,76,1,1079
-0.0703,-0.0593,1.5,-0.00298,-0.445,0.895,-2,1,1079
0.37,0.115,-0.00928,1e-16,0e+00,-1,51,1,1080
-0.0659,-0.0283,1.5,-0.276,-0.0905,0.957,-2,1,1080
-0.0935,-0.411,-0.00444,1e-16,0e+00,-1,19,1,1081
0.0489,0.0279,1.5,0.0905,0.279,0.956,-2,1,1081
-0.413,0.587,0.0018,1e-16,-3e-17,-1,66,1,1082
0.0399,-0.0136,1.5,0.27,-0.358,0.894,-2,1,1082
0.315,0.284,0.0029,1e-16,-1e-17,-1,57,1,1083
0.0321,-0.00499,1.5,-0.182,-0.186,0.965,-2,1,1083
0.0324,0.0774,1.501,1e-16,0e+00,-1,1,1,1084
0.057,0.0528,1.501,1e-16,0e+00,-1,1,1,1085
-0.357,0.489,-0.000875,8e-17,-3e-17,-1,59,1,1086
-0.352,0.484,0.0147,0.275,-0.276,0.921,60,1,1086
-0.317,-0.585,0.00621,1e-16,0e+00,-1,11,1,1087
-0.0268,0.00775,1.5,0.177,0.363,0.915,-2,1,1087
0.0402,-0.669,-0.00962,1e-16,0e+00,-1,6,1,1088
0.0463,0.0827,1.5,0.00362,0.446,0.895,-2,1,1088
-0.249,-0.736,0.0028,1e-16,0e+00,-1,4,1,1089
0.0581,0.022,1.5,0.18,0.444,0.878,-2,1,1089
-0.239,-0.443,-0.00186,1e-16,0e+00,-1,18,1,1090
0.0521,-0.00291,1.5,0.183,0.276,0.943,-2,1,1090
-0.371,0.732,-0.00244,8e-17,0e+00,-1,73,1,1091
0.0855,-0.0307,1.5,0.262,-0.437,0.861,-2,1,1091
0.2,-0.7,0.000473,1e-16,-3e-17,-1,7,1,1092
0.0492,0.0498,1.5,-0.0895,0.446,0.891,-2,1,1092
0.181,0.391,-0.00317,1e-16,0e+00,-1,63,1,1093
0.0305,-0.0423,1.5,-0.096,-0.275,0.957,-2,1,1093
-0.0749,0.0586,1.501,1e-16,0e+00,-1,1,1,1094
-0.349,0.202,0.00901,1e-16,0e+00,-1,46,1,1095
-0.0666,0.0648,1.5,0.186,-0.0898,0.979,-2,1,1095
-0.422,0.26,-0.00281,1e-16,0e+00,-1,52,1,1096
0.0142,-0.0317,1.5,0.274,-0.183,0.944,-2,1,1096
-0.275,0.333,0.00382,1e-16,-1e-17,-1,53,1,1097
0.0169,0.0435,1.5,0.188,-0.187,0.964,-2,1,1097
0.0964,0.741,0.00507,1e-16,3e-17,-1,77,1,1098
-0.0512,-0.0138,1.5,-0.0878,-0.449,0.889,-2,1,1098
0.207,-0.358,-0.00663,1e-16,0e+00,-1,21,1,1099
0.205,-0.353,0.00951,-0.0955,0.277,0.956,28,1,1099
0.136,0.717,0.00134,1e-16,3e-17,-1,77,1,1100
-0.0156,-0.0303,1.5,-0.09,-0.444,0.891,-2,1,1100
-0.111,-0.229,-0.00666,1e-16,0e+00,-1,26,1,1101
0.0317,0.0622,1.5,0.0922,0.189,0.978,-2,1,1101
0.408,0.468,0.00347,1e-16,-3e-17,-1,65,1,1102
-0.0354,0.0262,1.5,-0.273,-0.273,0.922,-2,1,1102
0.372,-0.139,-0.00776,1e-16,0e+00,-1,37,1,1103
-0.0706,0.00992,1.5,-0.281,0.0944,0.955,-2,1,1103
-0.376,0.324,-0.0033,1e-16,0e+00,-1,52,1,1104
0.0632,0.0258,1.5,0.276,-0.187,0.943,-2,1,1104
0.257,-0.0931,-0.00482,1e-16,0e+00,-1,36,1,1105
-0.0242,0.0515,1.5,-0.183,0.094,0.979,-2,1,1105
-0.285,-0.0307,6e-05,1e-16,0e+00,-1,39,1,1106
0.00321,-0.0374,1.5,0.188,-0.00438,0.982,-2,1,1106
0.358,-0.616,-0.000647,8e-17,3e-17,-1,16,1,1107
-0.0915,-0.0111,1.5,-0.268,0.36,0.894,-2,1,1107
-0.073,-0.493,0.0062,1e-16,0e+00,-1,19,1,1108
0.0726,-0.0574,1.5,0.0932,0.279,0.956,-2,1,1108
0.244,-0.403,-0.00708,1e-16,0e+00,-1,22,1,1109
-0.0541,0.0367,1.5,-0.187,0.275,0.943,-2,1,1109
-0.0824,0.373,-0.0104,1e-16,0e+00,-1,61,1,1110
0.0612,-0.0702,1.5,0.0909,-0.28,0.956,-2,1,1110
-0.382,-0.0427,-0.00627,8e-17,0e+00,-1,38,1,1111
0.0585,-0.0486,1.5,0.281,-0.00374,0.96,-2,1,1111
-0.454,-0.404,0.000839,8e-17,3e-17,-1,17,1,1112
-0.0109,0.0393,1.5,0.273,0.273,0.923,-2,1,1112
0.225,0.403,-0.00885,1e-16,0e+00,-1,64,1,1113
-0.0744,-0.0365,1.5,-0.187,-0.275,0.943,-2,1,1113
0.00277,-0.228,-0.00533,1e-16,0e+00,-1,27,1,1114
0.00196,0.0642,1.5,-0.000533,0.19,0.982,-2,1,1114
0.183,0.0755,-0.00121,1e-16,-7e-18,-1,49,1,1115
0.0432,-0.0701,1.5,-0.0922,-0.0962,0.991,-2,1,1115
-0.138,0.217,-0.00654,1e-16,0e+00,-1,54,1,1116
0.00897,-0.0766,1.5,0.0952,-0.19,0.977,-2,1,1116
0.132,0.752,0.00946,1e-16,3e-17,-1,77,1,1117
-0.0155,0.00985,1.5,-0.0883,-0.444,0.892,-2,1,1117
0.294,-0.307,0.00313,1e-16,1e-17,-1,29,1,1118
0.0065,-0.0216,1.5,-0.186,0.184,0.965,-2,1,1118
0.36,0.0907,-0.0118,1e-16,0e+00,-1,51,1,1119
-0.0727,-0.0577,1.5,-0.274,-0.094,0.957,-2,1,1119
-0.296,-0.169,0.00243,1e-16,0e+00,-1,32,1,1120
-0.00988,-0.0289,1.5,0.187,0.0915,0.978,-2,1,1120
0.118,0.616,0.00786,1e-16,0e+00,-1,70,1,1121
-0.0267,0.0315,1.5,-0.0898,-0.363,0.927,-2,1,1121
-0.473,0.598,0.0123,1e-16,-3e-17,-1,66,1,1122
-0.0292,0.000635,1.5,0.267,-0.359,0.894,-2,1,1122
0.18,-0.177,0.00346,1e-16,7e-18,-1,35,1,1123
0.0338,-0.0368,1.5,-0.0971,0.0926,0.991,-2,1,1123
0.217,0.522,-0.0151,1e-16,0e+00,-1,71,1,1124
-0.0905,-0.078,1.5,-0.185,-0.362,0.914,-2,1,1124
0.429,0.281,9e-05,8e-17,0e+00,-1,58,1,1125
-0.0172,-0.0116,1.5,-0.28,-0.184,0.942,-2,1,1125
-0.176,-0.718,0.00358,1e-16,-3e-17,-1,5,1,1126
-0.0321,0.0296,1.5,0.0856,0.445,0.891,-2,1,1126
0.389,0.645,-0.0207,1e-16,0e+00,-1,79,1,1127
0.381,0.631,0.00552,-0.264,-0.441,0.858,72,1,1127
0.0269,-0.272,-0.0011,1e-16,0e+00,-1,27,1,1128
0.0314,0.00996,1.5,0.00295,0.185,0.983,-2,1,1128
0.223,0.582,-0.00311,1e-16,0e+00,-1,71,1,1129
-0.0782,-0.019,1.5,-0.183,-0.365,0.913,-2,1,1129
0.47,-0.529,-0.00123,8e-17,3e-17,-1,16,1,1130
0.0152,0.076,1.5,-0.27,0.36,0.893,-2,1,1130
0.485,-0.109,0.00685,1e-16,0e+00,-1,37,1,1131
0.0466,0.0306,1.5,-0.281,0.0896,0.956,-2,1,1131
0.122,0.733,0.00459,1e-16,3e-17,-1,77,1,1132
-0.0238,-0.0165,1.5,-0.0871,-0.447,0.891,-2,1,1132
0.385,-0.485,0.00255,1e-16,3e-17,-1,23,1,1133
-0.0578,-0.0452,1.5,-0.273,0.271,0.923,-2,1,1133
-0.496,0.532,0.00308,1e-16,-3e-17,-1,66,1,1134
-0.0439,-0.068,1.5,0.27,-0.358,0.894,-2,1,1134
0.0519,-0.0781,1.501,1e-16,0e+00,-1,1,1,1135
0.474,0.264,0.00492,8e-17,0e+00,-1,58,1,1136
0.035,-0.0337,1.5,-0.277,-0.187,0.942,-2,1,1136
-0.416,0.284,-0.00133,1e-16,0e+00,-1,52,1,1137
0.0169,-0.00404,1.5,0.273,-0.181,0.945,-2,1,1137
0.285,0.389,-0.00509,1e-16,0e+00,-1,64,1,1138
-0.00692,-0.0464,1.5,-0.183,-0.273,0.944,-2,1,1138
0.119,0.694,-0.00477,1e-16,3e-17,-1,77,1,1139
-0.0274,-0.0568,1.5,-0.0866,-0.445,0.891,-2,1,1139
0.258,0.155,-0.00184,1e-16,0e+00,-1,50,1,1140
-0.0318,0.0151,1.5,-0.189,-0.091,0.978,-2,1,1140
0.145,0.481,0.00802,1e-16,0e+00,-1,63,1,1141
0.0052,0.0517,1.5,-0.0897,-0.276,0.957,-2,1,1141
-0.276,-0.319,0.00254,1e-16,1e-17,-1,25,1,1142
0.00949,-0.0357,1.5,0.184,0.182,0.966,-2,1,1142
-0.341,-0.704,0.00398,1e-16,0e+00,-1,4,1,1143
-0.0446,0.0532,1.5,0.174,0.445,0.879,-2,1,1143
-0.116,0.105,-0.00298,1e-16,-7e-18,-1,47,1,1144
0.0236,-0.0405,1.5,0.0921,-0.096,0.991,-2,1,1144
0.301,-0.575,0.00288,1e-16,0e+00,-1,15,1,1145
1e-05,0.0202,1.5,-0.183,0.363,0.914,-2,1,1145
0.0561,-0.331,0.00441,1e-16,0e+00,-1,27,1,1146
0.0512,-0.0462,1.5,-0.0032,0.187,0.982,-2,1,1146
0.0385,0.127,-0.000723,1e-16,0e+00,-1,48,1,1147
0.0403,-0.0213,1.5,0.00118,-0.0981,0.995,-2,1,1147
0.463,0.643,-0.0105,1e-16,0e+00,-1,79,1,1148
0.455,0.63,0.0159,-0.261,-0.437,0.861,72,1,1148
-0.25,0.685,-0.00915,1e-16,0e+00,-1,74,1,1149
0.059,-0.077,1.5,0.18,-0.443,0.878,-2,1,1149
0.256,0.422,-0.00325,1e-16,0e+00,-1,64,1,1150
-0.0368,-0.0181,1.5,-0.184,-0.276,0.943,-2,1,1150
0.011,-0.432,0.000858,1e-16,0e+00,-1,20,1,1151
0.00475,0.00101,1.5,-0.00404,0.278,0.961,-2,1,1151
0.435,-0.142,0.00126,1e-16,0e+00,-1,37,1,1152
-0.00423,0.00339,1.5,-0.28,0.0924,0.956,-2,1,1152
-0.00637,0.325,0.00387,1e-16,0e+00,-1,55,1,1153
-0.00323,0.0351,1.5,0.00206,-0.19,0.982,-2,1,1153
0.0895,-0.461,0.00249,1e-16,0e+00,-1,21,1,1154
-0.0566,-0.0315,1.5,-0.0934,0.274,0.957,-2,1,1154
0.243,-0.408,-0.00641,1e-16,0e+00,-1,22,1,1155
-0.0493,0.0317,1.5,-0.183,0.275,0.944,-2,1,1155
-0.0939,-0.549,-0.00586,1e-16,0e+00,-1,12,1,1156
0.0612,0.0454,1.5,0.0953,0.366,0.926,-2,1,1156
0.358,-0.19,-0.00744,1e-16,0e+00,-1,37,1,1157
0.353,-0.189,0.00872,-0.274,0.0942,0.957,36,1,1157
-0.218,-0.683,-0.0126,1e-16,0e+00,-1,4,1,1158
0.0954,0.0832,1.5,0.182,0.444,0.877,-2,1,1158
0.252,0.373,-0.0106,1e-16,0e+00,-1,64,1,1159
-0.0384,-0.0702,1.5,-0.181,-0.277,0.944,-2,1,1159
0.36,-0.449,-0.00609,1e-16,3e-17,-1,23,1,1160
-0.0829,-0.00921,1.5,-0.272,0.27,0.924,-2,1,1160
0.419,-0.281,-0.00134,8e-17,0e+00,-1,30,1,1161
-0.0248,0.0157,1.5,-0.278,0.186,0.942,-2,1,1161
-0.163,0.224,-0.00465,1e-16,0e+00,-1,54,1,1162
-0.0146,-0.0639,1.5,0.0963,-0.187,0.978,-2,1,1162
0.0479,-0.315,0.00297,1e-16,0e+00,-1,27,1,1163
0.0442,-0.0328,1.5,-0.00244,0.186,0.983,-2,1,1163
0.37,0.669,-0.0175,1e-16,0e+00,-1,79,1,1164
0.454,0.422,0.00338,1e-16,-3e-17,-1,65,1,1165
0.0125,-0.0191,1.5,-0.272,-0.272,0.923,-2,1,1165
0.489,0.442,0.0113,1e-16,-3e-17,-1,65,1,1166
0.0516,0.00675,1.5,-0.272,-0.27,0.924,-2,1,1166
-0.25,-0.658,-0.0155,1e-16,0e+00,-1,4,1,1167
0.404,0.537,-0.009,8e-17,-3e-17,-1,72,1,1168
-0.0536,-0.0673,1.5,-0.271,-0.358,0.894,-2,1,1168
-0.222,-0.754,0.00456,1e-16,0e+00,-1,4,1,1169
0.0878,0.000633,1.5,0.182,0.443,0.878,-2,1,1169
-0.457,0.591,0.00872,1e-16,-3e-17,-1,66,1,1170
-0.0161,-0.00737,1.5,0.265,-0.359,0.895,-2,1,1170
0.281,-0.561,-0.00158,1e-16,0e+00,-1,15,1,1171
-0.0207,0.0352,1.5,-0.184,0.363,0.914,-2,1,1171
-0.379,0.577,-0.005,1e-16,-3e-17,-1,66,1,1172
0.0721,-0.0264,1.5,0.268,-0.358,0.894,-2,1,1172
0.125,0.393,-0.00556,1e-16,0e+00,-1,63,1,1173
-0.0234,-0.0411,1.5,-0.0941,-0.276,0.957,-2,1,1173
0.463,0.481,0.013,1e-16,-3e-17,-1,65,1,1174
0.0235,0.0432,1.5,-0.273,-0.272,0.923,-2,1,1174
0.471,-0.0442,0.00637,1e-16,0e+00,-1,44,1,1175
0.0343,-0.0494,1.5,-0.281,-0.00334,0.96,-2,1,1175
-0.183,-0.43,0.0025,1e-16,0e+00,-1,19,1,1176
-0.0355,0.00826,1.5,0.0939,0.28,0.955,-2,1,1176
-0.0141,-0.499,-0.013,1e-16,0e+00,-1,13,1,1177
-0.014,-0.491,0.00919,0.00237,0.365,0.931,20,1,1177
0.0586,-0.00795,1.501,1e-16,0e+00,-1,1,1,1178
-0.117,0.0949,-0.0034,1e-16,-7e-18,-1,47,1,1179
0.0296,-0.0473,1.5,0.0968,-0.0937,0.991,-2,1,1179
-0.351,0.547,0.00241,1e-16,0e+00,-1,67,1,1180
-0.0558,-0.0383,1.5,0.181,-0.358,0.916,-2,1,1180
0.139,-0.205,0.00284,1e-16,7e-18,-1,35,1,1181
-0.00532,-0.0617,1.5,-0.0953,0.0951,0.991,-2,1,1181
-0.39,-0.686,-0.0107,8e-17,0e+00,-1,3,1,1182
0.0758,0.0794,1.5,0.265,0.436,0.86,-2,1,1182
0.229,0.706,-0.00612,1e-16,0e+00,-1,78,1,1183
-0.0716,-0.0562,1.5,-0.175,-0.445,0.878,-2,1,1183
0.296,0.47,0.00736,1e-16,0e+00,-1,64,1,1184
0.00687,0.0277,1.5,-0.182,-0.279,0.943,-2,1,1184
-0.189,-0.122,0.00127,1e-16,7e-18,-1,33,1,1185
-0.0461,0.0251,1.5,0.0947,0.0969,0.991,-2,1,1185
-0.401,0.418,-0.00469,8e-17,-3e-17,-1,59,1,1186
0.0456,-0.0227,1.5,0.274,-0.27,0.923,-2,1,1186
-0.237,-0.464,0.00097,1e-16,0e+00,-1,18,1,1187
0.049,-0.0271,1.5,0.18,0.275,0.944,-2,1,1187
-0.397,0.521,-0.013,1e-16,-3e-17,-1,66,1,1188
0.0545,-0.0897,1.5,0.267,-0.361,0.894,-2,1,1188
0.371,-0.00227,-0.00785,1e-16,0e+00,-1,44,1,1189
-0.0654,0.00474,1.5,-0.278,0.00447,0.961,-2,1,1189
-0.315,-0.143,0.00303,1e-16,0e+00,-1,32,1,1190
-0.029,0.00466,1.5,0.187,0.0967,0.978,-2,1,1190
0.114,0.559,-0.00296,1e-16,0e+00,-1,70,1,1191
-0.0334,-0.0376,1.5,-0.091,-0.368,0.926,-2,1,1191
0.173,-0.0267,0.00148,1e-16,0e+00,-1,42,1,1192
0.0282,-0.0301,1.5,-0.0964,-0.00224,0.995,-2,1,1192
0.211,-0.379,-0.0034,1e-16,0e+00,-1,21,1,1193
0.0604,0.056,1.5,-0.0958,0.277,0.956,-2,1,1193
-0.453,0.765,0.0169,8e-17,0e+00,-1,73,1,1194
-0.00304,0.00286,1.5,0.261,-0.441,0.859,-2,1,1194
-0.109,-0.193,0.000848,1e-16,7e-18,-1,33,1,1195
0.0393,-0.0492,1.5,0.0978,0.0952,0.991,-2,1,1195
-0.25,0.378,-0.01,1e-16,0e+00,-1,60,1,1196
0.0439,-0.0699,1.5,0.183,-0.28,0.942,-2,1,1196
0.211,0.366,-0.00526,1e-16,0e+00,-1,63,1,1197
0.0635,-0.0708,1.5,-0.0937,-0.277,0.956,-2,1,1197
0.256,-0.326,0.00133,1e-16,1e-17,-1,29,1,1198
-0.0363,-0.0318,1.5,-0.188,0.189,0.964,-2,1,1198
0.111,0.175,8e-05,1e-16,-7e-18,-1,49,1,1199
-0.0292,0.0304,1.5,-0.0926,-0.0954,0.991,-2,1,1199
-0.336,0.474,0.0118,1e-16,0e+00,-1,60,1,1200
-0.0444,0.0437,1.5,0.185,-0.273,0.944,-2,1,1200
-0.228,-0.188,-0.0031,1e-16,0e+00,-1,32,1,1201
0.0582,-0.041,1.5,0.186,0.0954,0.978,-2,1,1201
0.326,-0.135,0.00364,1e-16,0e+00,-1,36,1,1202
0.0424,0.00749,1.5,-0.185,0.0931,0.978,-2,1,1202
-0.116,0.772,0.0135,1e-16,3e-17,-1,75,1,1203
0.0319,0.0274,1.5,0.0886,-0.446,0.891,-2,1,1203
0.444,-0.677,-0.00538,1e-16,0e+00,-1,9,1,1204
-0.0136,0.0908,1.5,-0.261,0.438,0.86,-2,1,1204
-0.413,0.211,0.00145,8e-17,0e+00,-1,45,1,1205
0.0268,0.0692,1.5,0.28,-0.0906,0.956,-2,1,1205
-0.0188,-0.334,0.00476,1e-16,0e+00,-1,27,1,1206
-0.0193,-0.0553,1.5,-0.000277,0.183,0.983,-2,1,1206
0.386,-0.179,-0.00397,1e-16,0e+00,-1,37,1,1207
-0.0536,-0.0269,1.5,-0.279,0.0969,0.955,-2,1,1207
0.321,-0.359,-0.00604,1e-16,0e+00,-1,22,1,1208
0.0256,0.0885,1.5,-0.185,0.28,0.942,-2,1,1208
-0.203,-0.313,0.00561,1e-16,0e+00,-1,26,1,1209
-0.0646,-0.0286,1.5,0.0905,0.186,0.978,-2,1,1209
-0.273,0.426,-0.00104,1e-16,0e+00,-1,60,1,1210
0.0196,-0.00588,1.5,0.184,-0.272,0.945,-2,1,1210
0.32,0.181,0.00526,1e-16,0e+00,-1,50,1,1211
0.0371,0.0386,1.5,-0.185,-0.0929,0.978,-2,1,1211
-0.196,0.628,0.0138,1e-16,0e+00,-1,68,1,1212
-0.0546,0.0409,1.5,0.088,-0.366,0.927,-2,1,1212
-0.154,-0.718,0.00247,1e-16,-3e-17,-1,5,1,1213
-0.00558,0.0375,1.5,0.0884,0.449,0.889,-2,1,1213
-0.418,-0.432,-0.000414,8e-17,3e-17,-1,17,1,1214
0.0293,0.0155,1.5,0.274,0.275,0.922,-2,1,1214
0.413,-0.161,-0.000998,1e-16,0e+00,-1,37,1,1215
-0.0169,-0.0171,1.5,-0.274,0.0919,0.957,-2,1,1215
-0.43,0.487,0.00926,8e-17,-3e-17,-1,59,1,1216
0.00699,0.0507,1.5,0.271,-0.271,0.924,-2,1,1216
-0.307,0.435,0.00352,1e-16,0e+00,-1,60,1,1217
-0.0101,-3e-05,1.5,0.187,-0.274,0.943,-2,1,1217
-0.116,0.568,-0.00121,1e-16,0e+00,-1,68,1,1218
0.0329,-0.0186,1.5,0.0919,-0.362,0.927,-2,1,1218
-0.339,0.0448,0.00517,1e-16,0e+00,-1,39,1,1219
-0.047,0.0472,1.5,0.192,0.00154,0.981,-2,1,1219
0.257,0.755,0.00814,1e-16,0e+00,-1,78,1,1220
-0.044,-0.00364,1.5,-0.177,-0.446,0.877,-2,1,1220
-0.109,0.315,0.00135,1e-16,0e+00,-1,54,1,1221
0.0313,0.0336,1.5,0.0915,-0.184,0.979,-2,1,1221
-0.0258,0.404,-0.00317,1e-16,0e+00,-1,62,1,1222
-0.0312,-0.0272,1.5,-0.00343,-0.276,0.961,-2,1,1222
-0.443,0.298,0.00374,1e-16,0e+00,-1,52,1,1223
-0.01,0.00452,1.5,0.273,-0.185,0.944,-2,1,1223
0.303,-0.077,-0.00123,1e-16,0e+00,-1,36,1,1224
0.0127,0.0714,1.5,-0.189,0.0966,0.977,-2,1,1224
0.4,-0.532,-0.0105,8e-17,3e-17,-1,16,1,1225
-0.0522,0.0711,1.5,-0.268,0.357,0.895,-2,1,1225
0.111,-0.422,-0.00208,1e-16,0e+00,-1,21,1,1226
-0.0288,0.014,1.5,-0.0889,0.278,0.957,-2,1,1226
-0.284,-0.572,0.000772,1e-16,0e+00,-1,11,1,1227
0.00909,0.0185,1.5,0.179,0.361,0.915,-2,1,1227
-0.0912,0.757,0.00865,1e-16,3e-17,-1,75,1,1228
0.0537,0.0118,1.5,0.0866,-0.445,0.891,-2,1,1228
-0.0116,0.199,0.00271,1e-16,0e+00,-1,48,1,1229
-0.0104,0.0606,1.5,0.000807,-0.0922,0.996,-2,1,1229
0.441,-0.0747,-0.00107,1e-16,0e+00,-1,37,1,1230
0.0081,0.0719,1.5,-0.276,0.0934,0.957,-2,1,1230
0.306,-0.257,-0.000473,1e-16,1e-17,-1,29,1,1231
0.0127,0.0258,1.5,-0.188,0.182,0.965,-2,1,1231
0.0698,0.406,-0.00288,1e-16,0e+00,-1,62,1,1232
0.0711,-0.0345,1.5,0.000836,-0.281,0.96,-2,1,1232
0.394,0.375,-0.0117,1e-16,-3e-17,-1,65,1,1233
-0.0582,-0.0716,1.5,-0.276,-0.272,0.922,-2,1,1233
0.35,-0.591,0.0105,1e-16,0e+00,-1,15,1,1234
0.0487,-0.00374,1.5,-0.185,0.36,0.914,-2,1,1234
-0.492,0.0554,0.00933,8e-17,0e+00,-1,38,1,1235
-0.0618,0.0506,1.5,0.277,-0.00313,0.961,-2,1,1235
0.0549,0.485,0.00839,1e-16,0e+00,-1,62,1,1236
0.0483,0.051,1.5,-0.0042,-0.279,0.96,-2,1,1236
0.147,0.382,-0.00599,1e-16,0e+00,-1,63,1,1237
0.0061,-0.0549,1.5,-0.0897,-0.277,0.957,-2,1,1237
0.11,0.454,0.00242,1e-16,0e+00,-1,63,1,1238
-0.0374,0.0156,1.5,-0.0938,-0.28,0.956,-2,1,1238
-0.155,0.452,0.00435,1e-16,0e+00,-1,61,1,1239
-0.00804,0.0132,1.5,0.0941,-0.28,0.955,-2,1,1239
0.405,0.0466,-0.00298,1e-16,0e+00,-1,44,1,1240
-0.0284,0.0445,1.5,-0.277,-0.00132,0.961,-2,1,1240
0.45,-0.124,0.00258,1e-16,0e+00,-1,37,1,1241
0.0207,0.0248,1.5,-0.274,0.0953,0.957,-2,1,1241
-0.205,0.0691,0.00297,1e-16,0e+00,-1,40,1,1242
-0.0627,0.0641,1.5,0.0945,-0.0033,0.996,-2,1,1242
0.141,-0.145,5e-05,1e-16,7e-18,-1,35,1,1243
0.00389,0.000986,1.5,-0.0903,0.0962,0.991,-2,1,1243
-0.0852,0.743,0.0052,1e-16,3e-17,-1,75,1,1244
0.0658,-0.00207,1.5,0.09,-0.444,0.891,-2,1,1244
0.259,-0.00752,-0.00238,1e-16,0e+00,-1,43,1,1245
-0.0331,-0.0044,1.5,-0.191,0.00204,0.982,-2,1,1245
-0.266,-0.158,-0.000956,1e-16,0e+00,-1,32,1,1246
0.0188,-0.0119,1.5,0.186,0.0951,0.978,-2,1,1246
0.292,0.277,9e-05,1e-16,-1e-17,-1,57,1,1247
-0.00094,-0.0137,1.5,-0.188,-0.187,0.964,-2,1,1247
-0.158,-0.11,-0.000803,1e-16,7e-18,-1,33,1,1248
-0.0148,0.0311,1.5,0.0943,0.0929,0.991,-2,1,1248
0.153,-0.484,0.00871,1e-16,0e+00,-1,21,1,1249
0.00888,-0.0466,1.5,-0.0926,0.28,0.956,-2,1,1249
0.234,-0.0144,-0.00478,1e-16,0e+00,-1,43,1,1250
-0.0526,-0.0127,1.5,-0.187,0.00109,0.982,-2,1,1250
-0.242,0.382,-0.0103,1e-16,0e+00,-1,60,1,1251
0.0528,-0.0605,1.5,0.184,-0.276,0.943,-2,1,1251
-0.02,-0.645,-0.0154,1e-16,0e+00,-1,6,1,1252
-0.0201,-0.631,0.012,-0.00147,0.444,0.896,13,1,1252
0.128,-0.643,-0.0165,1e-16,-3e-17,-1,7,1,1253
0.126,-0.629,0.0108,-0.0872,0.446,0.891,14,1,1253
0.417,0.243,-0.00519,8e-17,0e+00,-1,58,1,1254
-0.0199,-0.0448,1.5,-0.274,-0.18,0.945,-2,1,1254
-0.3,-0.154,0.00212,1e-16,0e+00,-1,32,1,1255
-0.0129,-0.0136,1.5,0.188,0.0918,0.978,-2,1,1255
-0.0259,-0.654,-0.0134,1e-16,0e+00,-1,6,1,1256
0.0487,0.706,-0.000985,1e-16,0e+00,-1,76,1,1257
0.0498,-0.0527,1.5,0.000655,-0.451,0.893,-2,1,1257
0.314,0.226,-0.00262,1e-16,-1e-17,-1,57,1,1258
0.0262,-0.0572,1.5,-0.185,-0.182,0.966,-2,1,1258
0.13,-0.0414,-0.000574,1e-16,0e+00,-1,42,1,1259
-0.0121,-0.0354,1.5,-0.0942,0.00401,0.996,-2,1,1259
0.268,0.754,0.00899,1e-16,0e+00,-1,78,1,1260
-0.0374,0.00521,1.5,-0.18,-0.442,0.879,-2,1,1260
0.19,-0.705,0.000997,1e-16,-3e-17,-1,7,1,1261
0.0343,0.0525,1.5,-0.0921,0.449,0.889,-2,1,1261
0.382,-0.464,-0.000982,1e-16,3e-17,-1,23,1,1262
-0.0643,-0.0216,1.5,-0.274,0.272,0.923,-2,1,1262
0.187,-0.663,-0.00904,1e-16,-3e-17,-1,7,1,1263
0.0292,0.0951,1.5,-0.0933,0.447,0.89,-2,1,1263
-0.18,0.675,-0.00651,1e-16,3e-17,-1,75,1,1264
-0.0339,-0.0817,1.5,0.0862,-0.447,0.89,-2,1,1264
0.14,-0.203,0.00275,1e-16,7e-18,-1,35,1,1265
-0.00077,-0.0546,1.5,-0.0928,0.098,0.991,-2,1,1265
0.275,-0.63,0.0108,1e-16,0e+00,-1,15,1,1266
-0.0178,-0.0436,1.5,-0.18,0.36,0.915,-2,1,1266
0.0284,-0.0624,1.501,1e-16,0e+00,-1,1,1,1267
0.0472,-0.198,0.00267,1e-16,0e+00,-1,34,1,1268
0.0528,-0.0579,1.5,0.00375,0.0934,0.996,-2,1,1268
-0.237,-0.71,-0.00435,1e-16,0e+00,-1,4,1,1269
0.0691,0.0541,1.5,0.178,0.446,0.877,-2,1,1269
